% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=1002365, Thu May 22 21:18:51 2025
1 7 0.8865130286277301 1.0000333338888951 1.0 1.0 1.0000166668055563 1.0000333338888951
2 14 0.7714476954024616 1.0509540435726237 0.8610185604447907 0.8610185604447907 0.9282316121728552 1.0509540435726237
3 21 0.6735817145688215 0.9877706230753674 0.8189023083996801 0.8189023083996801 0.8816380715850709 0.9877706230753674
4 28 0.5214285278627512 0.9812975073314149 0.7020779678525008 0.7020779678525008 0.8589103345267886 0.9812975073314149
5 35 0.421090071403155 0.9334790575783781 0.6518445302694703 0.6518445302694703 0.7417235030280127 0.9334790575783781
6 42 0.4123407404571521 0.7553665640125338 0.6267992491749319 0.6267992491749319 0.7429608833631721 0.7553665640125338
7 49 0.36683502449049754 0.7575212367216869 0.5805861506364869 0.5805861506364869 0.7140660316104269 0.7575212367216869
8 56 0.30529333571770106 0.7434482420763581 0.548084867227798 0.548084867227798 0.609558580195621 0.7434482420763581
9 63 0.32722588843795364 0.7023028977392335 0.5059989201461196 0.5059989201461196 0.562869874790731 0.7023028977392335
10 70 0.30403670568634295 0.7243619606968278 0.46761078213546436 0.46761078213546436 0.5688321364843766 0.7243619606968278
11 77 0.36265701007022955 0.7338978597654198 0.44274034765286574 0.44274034765286574 0.5098321945216501 0.7338978597654198
12 84 0.3469832077266566 0.7296386515779514 0.4241293307126085 0.4241293307126085 0.5819850577330069 0.7296386515779514
13 91 0.314522466933896 0.6411260018658071 0.42676552907221893 0.42676552907221893 0.5556224393093461 0.6411260018658071
14 98 0.2591935044535365 0.6237124324587571 0.43900124737246177 0.43900124737246177 0.4995354266943933 0.6237124324587571
15 105 0.20957553874746992 0.6056187067065628 0.40632667737336864 0.40632667737336864 0.4391865235863928 0.6056187067065628
16 112 0.16186366655721965 0.5742511902213052 0.36493441039495095 0.36493441039495095 0.4177509996696649 0.5742511902213052
